,거래금액,거래유형,건축년도,년,법정동,아파트,월,일,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
3955,"169,000",,1987,2021,광장동,삼성광장1,7,8,79.53,,561,11215,5,,
3956,"229,500",,1985,2021,광장동,극동1,7,8,126.94,,218-1,11215,3,,
3957,"225,000",,2004,2021,광장동,현대홈타운12차,7,12,147.23,,580,11215,12,,
3958,"119,000",,1990,2021,광장동,현대3,7,12,59.67,,484,11215,8,,
3959,"108,500",,1996,2021,광장동,청구,7,14,59.95,,566,11215,7,,
3960,"258,000",,2012,2021,광장동,광장힐스테이트,7,17,130.17,,582,11215,17,,
3961,"218,000",,2012,2021,광장동,광장힐스테이트,7,17,84.96,,582,11215,10,,
3962,"192,000",,2012,2021,광장동,광장힐스테이트,7,19,84.96,,582,11215,12,,
3963,"243,000",,1981,2021,광장동,워커힐,7,19,162.41,,145-8,11215,9,,
3964,"127,500",,1999,2021,광장동,광장현대9단지,7,20,59.97,,576,11215,11,,
3965,"169,000",,2000,2021,광장동,현대파크빌,7,21,84.81,,577,11215,16,,
3966,"160,000",,1999,2021,광장동,광장현대9단지,7,24,84.96,,576,11215,7,,
3967,"200,000",,1989,2021,광장동,극동2,7,25,102.61,,218-1,11215,7,,
3968,"124,800",,1999,2021,광장동,광장현대9단지,7,26,59.97,,576,11215,4,,
3969,"108,000",,1989,2021,광장동,삼성광장2,7,28,58.62,,453-1,11215,10,,
3970,"134,500",,1990,2021,광장동,현대3,7,28,74.92,,484,11215,2,,
3971,"118,500",,1996,2021,광장동,현대8(803동),7,28,59.94,,569,11215,2,,
3972,"111,500",,1987,2021,광장동,워커힐푸르지오,7,28,69,,148-4,11215,5,,
3973,"164,900",,1989,2021,광장동,극동2,7,31,75.55,,218-1,11215,8,,
3974,"148,000",,1989,2021,광장동,현대5,7,31,59.67,,554-7,11215,10,,
3975,"190,000",,2007,2021,자양동,더샵스타시티,7,6,127.95,,227-7,11215,23,,
3976,"115,000",,1988,2021,자양동,우성1,7,6,59.91,,579,11215,6,,
3977,"34,000",,2017,2021,자양동,자양동명진센트라임,7,8,32.2,,219-11,11215,5,,
3978,"38,000",,2005,2021,자양동,태천해오름주상복합,7,10,47.05,,219-31,11215,5,,
3979,"134,000",,1999,2021,자양동,자양삼성,7,10,84.96,,787,11215,5,,
3980,"132,250",,1996,2021,자양동,한라아파트,7,11,84.6,,762,11215,6,,
3981,"100,000",,1998,2021,자양동,자양현대5,7,11,59.72,,642,11215,14,,
3982,"170,000",,2007,2021,자양동,더샵스타시티,7,12,100.32,,227-7,11215,7,,
3983,"153,000",,2002,2021,자양동,자양8차현대홈타운,7,12,80.47,,789,11215,16,,
3984,"114,000",,1999,2021,자양동,자양삼성,7,15,59.76,,787,11215,5,,
3985,"126,500",,1993,2021,자양동,자양동현대,7,15,83.11,,645-5,11215,7,,
3986,"195,000",,2006,2021,자양동,한화꿈에그린,7,16,138.85,,853,11215,6,,
3987,"113,500",,1988,2021,자양동,우성1,7,16,59.91,,579,11215,7,,
3988,"117,000",,1999,2021,자양동,자양현대6,7,17,59.98,,786,11215,17,,
3989,"110,000",,1988,2021,자양동,우성1,7,19,59.91,,579,11215,4,,
3990,"150,000",,1998,2021,자양동,자양우성7,7,19,84.93,,783-1,11215,12,,
3991,"74,400",,2018,2021,자양동,명성,7,20,64.84,,607-31,11215,7,,
3992,"104,000",,1991,2021,자양동,현대강변,7,21,81.94,,673,11215,3,,
3993,"180,000",,2006,2021,자양동,한화꿈에그린,7,21,138.85,,853,11215,4,,
3994,"127,500",,1996,2021,자양동,현대3,7,21,84.9,,670,11215,10,,
3995,"200,000",,2007,2021,자양동,더샵스타시티,7,22,119.41,,227-7,11215,37,,
3996,"98,000",,1997,2021,자양동,한강성원,7,24,59.46,,831-1,11215,5,,
3997,"206,000",,1983,2021,자양동,한양,7,24,124.93,,695,11215,8,,
3998,"109,000",,1991,2021,자양동,현대강변,7,26,81.94,,673,11215,3,,
3999,"89,900",,2018,2021,자양동,테라팰리스건대2차,7,27,56.4,,860,11215,3,,
4000,"107,500",,1997,2021,자양동,경남아너스빌,7,28,84.86,,666-28,11215,5,,
4001,"148,000",,2002,2021,자양동,자양8차현대홈타운,7,29,80.47,,789,11215,9,,
4002,"84,000",,1999,2021,자양동,로얄동아,7,30,59.91,,644,11215,1,,
4003,"133,000",,2006,2021,자양동,구의현대홈시티,7,30,114,,779-8,11215,12,,
4004,"166,000",,2007,2021,자양동,이튼타워리버3차,7,30,84.96,,855,11215,19,,
4005,"115,000",,1996,2021,자양동,현대3,7,31,84.9,,670,11215,3,,
4006,"113,500",,1988,2021,자양동,우성1,7,31,59.91,,579,11215,13,,
4007,"12,200",,2014,2021,화양동,광진코지웰,7,3,15.63,,113-1,11215,6,,
4008,"19,200",,2018,2021,화양동,아스하임(111-102),7,7,14.11,,111-102,11215,15,,
4009,"13,000",,2014,2021,화양동,광진코지웰,7,24,15.63,,113-1,11215,12,,
4010,"70,000",,2006,2021,화양동,브라운스톤,7,26,78.44,,21-2,11215,10,,
4011,"12,000",,2014,2021,화양동,광진코지웰,7,26,15.63,,113-1,11215,3,,
4012,"78,000",,1996,2021,군자동,일성파크,7,2,59.96,,99,11215,16,,
4013,"87,000",,1996,2021,군자동,일성파크,7,13,84.96,,99,11215,2,,
4014,"128,000",,2008,2021,군자동,광진We’vePark,7,16,129.37,,503,11215,7,,
4015,"77,800",,1996,2021,군자동,일성파크,7,20,59.96,,99,11215,15,,
4016,"78,000",,1996,2021,군자동,일성파크,7,21,59.96,,99,11215,11,,
4017,"72,500",,1996,2021,군자동,일성파크,7,31,59.96,,99,11215,1,,
4018,"59,300",,1998,2021,중곡동,성원,8,11,59.82,,681,11215,2,,
4019,"52,500",,1995,2021,중곡동,삼민,8,11,73.56,,609,11215,3,,
4020,"51,500",,1976,2021,중곡동,중곡1단지,8,11,48.46,,191-77,11215,1,,
4021,"60,000",,2002,2021,중곡동,중곡동광덕,8,17,84.05,,683,11215,10,21.08.19,O
4022,"59,000",,1976,2021,중곡동,중곡1단지,8,21,57.88,,191-77,11215,4,,
4023,"62,000",,1976,2021,중곡동,중곡2단지,8,25,55.87,,190-26,11215,4,,
4024,"60,000",,2002,2021,중곡동,중곡동광덕,8,27,84.05,,683,11215,10,,
4025,"162,000",,1997,2021,구의동,현대프라임,8,2,84.99,,631-1,11215,14,,
4026,"162,000",,1997,2021,구의동,현대프라임,8,2,84.99,,631-1,11215,14,21.10.14,O
4027,"156,500",,1996,2021,구의동,구의현대2단지,8,7,84.88,,611,11215,22,,
4028,"124,800",,1997,2021,구의동,현대프라임,8,7,59.82,,631-1,11215,27,,
4029,"145,000",,1997,2021,구의동,구의현대7단지현대홈타운,8,10,84.99,,587-54,11215,16,,
4030,"160,000",,2018,2021,구의동,래미안파크스위트,8,10,75.82,,668,11215,8,,
4031,"135,500",,1997,2021,구의동,구의현대7단지현대홈타운,8,11,84.99,,587-54,11215,9,,
4032,"215,000",,1997,2021,구의동,현대프라임,8,13,183.87,,631-1,11215,14,,
4033,"65,000",,2003,2021,구의동,광남캐스빌(198-4),8,14,81.65,,198-4,11215,7,,
4034,"100,000",,1997,2021,구의동,구의현대7단지현대홈타운,8,14,59.97,,587-54,11215,22,,
4035,"158,500",,1996,2021,구의동,구의현대2단지,8,16,84.75,,611,11215,13,,
4036,"163,000",,1997,2021,구의동,현대프라임,8,16,84.99,,631-1,11215,15,,
4037,"31,000",,2000,2021,구의동,삼성로얄아파트,8,17,56.36,,16-26,11215,2,,
4038,"137,000",,2017,2021,구의동,강변에스케이뷰,8,21,84.81,,667,11215,5,,
4039,"99,000",,2010,2021,구의동,아차산포레안,8,23,84.68,,663,11215,3,,
4040,"137,500",,2018,2021,구의동,래미안파크스위트,8,23,59.98,,668,11215,16,,
4041,"143,000",,1994,2021,구의동,구의현대6단지,8,26,84.92,,610,11215,6,,
4042,"160,000",,2000,2021,광장동,현대파크빌,8,1,84.81,,577,11215,3,,
4043,"160,000",,1999,2021,광장동,광장현대9단지,8,3,84.96,,576,11215,25,,
4044,"165,000",,1989,2021,광장동,현대5,8,6,84.53,,554-7,11215,7,,
4045,"152,000",,1996,2021,광장동,청구,8,7,84.86,,566,11215,23,,
4046,"190,000",,1997,2021,광장동,워커힐리버빌,8,10,235.41,,124,11215,5,,
4047,"170,000",,1989,2021,광장동,극동2,8,11,75.55,,218-1,11215,12,,
4048,"132,000",,1989,2021,광장동,삼성광장2,8,14,69.06,,453-1,11215,10,,
4049,"112,000",,1996,2021,광장동,청구,8,15,59.95,,566,11215,10,,
4050,"128,000",,1999,2021,광장동,광장현대9단지,8,16,59.97,,576,11215,9,,
4051,"169,000",,2000,2021,광장동,현대파크빌,8,16,84.81,,577,11215,6,,
4052,"210,000",,2003,2021,광장동,광장11현대홈타운,8,16,84.94,,579,11215,1,,
4053,"169,000",,2000,2021,광장동,현대파크빌,8,17,84.81,,577,11215,8,,
4054,"115,000",,1989,2021,광장동,삼성광장2,8,18,58.62,,453-1,11215,13,,
4055,"172,500",,2000,2021,광장동,현대파크빌,8,21,84.81,,577,11215,22,,
4056,"140,000",,1990,2021,광장동,현대3,8,22,74.92,,484,11215,9,,
4057,"115,700",,1987,2021,광장동,워커힐푸르지오,8,23,65.66,,148-4,11215,5,,
4058,"175,000",,1989,2021,광장동,현대5,8,26,84.53,,554-7,11215,8,,
4059,"185,000",,1985,2021,광장동,극동1,8,28,84.55,,218-1,11215,10,,
4060,"115,000",,1990,2021,광장동,현대3,8,28,59.67,,484,11215,4,,
4061,"266,000",,2012,2021,광장동,광장힐스테이트,8,28,130.17,,582,11215,23,,
4062,"140,000",,1992,2021,자양동,우성6,8,2,84.72,,515-1,11215,10,,
4063,"94,700",,1988,2021,자양동,우성1,8,7,51.57,,579,11215,1,,
4064,"110,000",,1996,2021,자양동,한라아파트,8,7,59.96,,762,11215,21,,
4065,"130,000",,1989,2021,자양동,우성4,8,9,84.91,,578,11215,8,,
4066,"130,000",,1989,2021,자양동,우성4,8,9,84.91,,578,11215,8,21.12.09,O
4067,"149,000",,2017,2021,자양동,래미안프리미어팰리스,8,11,84.92,,859,11215,10,,
4068,"114,000",,1998,2021,자양동,자양현대5,8,11,59.72,,642,11215,10,,
4069,"163,000",,2007,2021,자양동,더샵스타시티,8,11,100.32,,227-7,11215,25,,
4070,"119,500",,1995,2021,자양동,자양2현대,8,16,59.95,,761,11215,7,,
4071,"198,000",,2009,2021,자양동,이튼타워리버5차,8,16,128.39,,856,11215,1,,
4072,"114,000",,2002,2021,자양동,한솔리베르,8,17,61.26,,672,11215,19,,
4073,"126,000",,2001,2021,자양동,자양7차현대홈타운,8,17,59.94,,788,11215,12,,
4074,"94,300",,1999,2021,자양동,로얄동아,8,18,59.91,,644,11215,7,,
4075,"103,000",,1999,2021,자양동,자양현대6,8,18,59.98,,786,11215,2,,
4076,"140,000",,2007,2021,자양동,더샵스타시티,8,18,119.41,,227-7,11215,18,,
4077,"66,800",,1997,2021,자양동,한강성원,8,19,84.12,,831-1,11215,14,,
4078,"80,000",,2005,2021,자양동,광진하나플러스,8,19,84.66,,811,11215,3,,
4079,"143,000",,1995,2021,자양동,자양2현대,8,19,84.81,,761,11215,6,21.10.12,O
4080,"143,000",,1995,2021,자양동,자양2현대,8,19,84.81,,761,11215,6,,
4081,"126,500",,2001,2021,자양동,자양7차현대홈타운,8,19,59.94,,788,11215,10,,
4082,"149,000",,1996,2021,자양동,현대3,8,20,84.9,,670,11215,16,,
4083,"170,000",,2007,2021,자양동,더샵스타시티,8,24,96.98,,227-7,11215,20,,
4084,"90,000",,1996,2021,자양동,현대3,8,25,59.97,,670,11215,5,,
4085,"150,000",,1998,2021,자양동,자양우성7,8,26,84.93,,783-1,11215,11,,
4086,"134,000",,1990,2021,자양동,우성5,8,27,84.72,,553-41,11215,7,,
4087,"104,000",,1999,2021,자양동,자양삼성,8,28,59.76,,787,11215,3,,
4088,"150,000",,2002,2021,자양동,자양8차현대홈타운,8,30,80.47,,789,11215,3,,
4089,"148,000",,1999,2021,자양동,자양삼성,8,31,84.96,,787,11215,7,,
4090,"149,900",,2002,2021,자양동,자양8차현대홈타운,8,31,80.47,,789,11215,7,,
4091,"19,400",,2018,2021,화양동,아스하임(111-102),8,1,14.11,,111-102,11215,12,,
4092,"12,500",,2014,2021,화양동,광진코지웰,8,14,15.63,,113-1,11215,3,,
4093,"67,000",,1999,2021,화양동,화양현대,8,17,84.77,,234,11215,18,,
4094,"38,000",,2018,2021,화양동,아스하임(111-102),8,23,29.12,,111-102,11215,13,,
4095,"95,000",,1996,2021,군자동,일성파크,8,3,84.96,,99,11215,14,,
4096,"82,000",,1996,2021,군자동,일성파크,8,30,59.96,,99,11215,17,,
4097,"64,000",,2003,2021,중곡동,삼보글로벌101동,9,1,78.84,,647-1,11215,2,,
4098,"50,000",,1976,2021,중곡동,중곡1단지,9,14,48.46,,191-77,11215,3,,
4099,"51,000",,1976,2021,중곡동,중곡1단지,9,15,48.46,,191-77,11215,5,,
4100,"60,000",,1976,2021,중곡동,중곡1단지,9,15,58.74,,191-77,11215,5,,
4101,"168,000",,1996,2021,구의동,구의현대2단지,9,1,84.86,,611,11215,12,,
4102,"85,500",,2003,2021,구의동,욱현아파트,9,6,127.76,,56-22,11215,2,,
4103,"146,000",,2002,2021,구의동,세양,9,7,84.32,,658,11215,6,,
4104,"159,000",,1996,2021,구의동,구의현대2단지,9,8,84.75,,611,11215,23,,
4105,"80,000",,2003,2021,구의동,명성,9,9,110.13,,237-5,11215,5,,
4106,"172,000",,1997,2021,구의동,현대프라임,9,9,84.99,,631-1,11215,11,,
4107,"230,000",,1997,2021,구의동,현대프라임,9,11,126.66,,631-1,11215,9,,
4108,"34,800",,2015,2021,구의동,솔렌시아2,9,13,33.17,,236-25,11215,8,,
4109,"144,000",,1994,2021,구의동,구의현대6단지,9,17,84.92,,610,11215,19,,
4110,"168,500",,1996,2021,구의동,구의현대2단지,9,25,84.88,,611,11215,17,,
4111,"50,000",,2004,2021,구의동,구의청정,9,25,84.84,,226-12,11215,1,,
4112,"121,000",,2004,2021,구의동,아크로리버,9,28,132.0263,,589-10,11215,24,22.09.20,O
4113,"56,000",,2003,2021,구의동,성원쌍떼빌,9,28,79.02,,29-1,11215,5,,
4114,"126,500",,2005,2021,광장동,워커힐 팰리스,9,4,133.83,,125,11215,12,,
4115,"127,500",,1999,2021,광장동,광장현대9단지,9,4,59.97,,576,11215,19,,
4116,"140,700",,2000,2021,광장동,현대파크빌,9,4,59.76,,577,11215,7,,
4117,"183,000",,1987,2021,광장동,삼성광장1,9,5,79.53,,561,11215,12,,
4118,"265,000",,2012,2021,광장동,광장힐스테이트,9,6,130.17,,582,11215,12,,
4119,"107,000",,1996,2021,광장동,청구,9,8,59.95,,566,11215,1,,
4120,"155,000",,1996,2021,광장동,청구,9,8,84.86,,566,11215,19,,
4121,"144,500",,1996,2021,광장동,청구,9,11,84.86,,566,11215,19,,
4122,"172,000",,1996,2021,광장동,현대8(803동),9,11,84.95,,569,11215,16,,
4123,"144,000",,2001,2021,광장동,금호베스트빌,9,11,84.91,,578,11215,6,,
4124,"169,000",,1999,2021,광장동,광장현대9단지,9,11,84.96,,576,11215,14,,
4125,"165,000",,2000,2021,광장동,현대파크빌,9,14,84.81,,577,11215,10,,
4126,"174,500",,2000,2021,광장동,현대파크빌,9,17,84.81,,577,11215,24,,
4127,"180,000",,2000,2021,광장동,현대파크빌,9,18,84.81,,577,11215,17,,
4128,"152,600",,2000,2021,광장동,현대파크빌,9,29,59.55,,577,11215,18,,
4129,"55,700",,2021,2021,자양동,자양호반써밋,9,4,40.2751,,861,11215,5,,
4130,"101,000",,1999,2021,자양동,자양삼성,9,4,59.76,,787,11215,3,,
4131,"133,000",,1999,2021,자양동,대동,9,6,84.65,,784-1,11215,6,,
4132,"140,500",,2002,2021,자양동,자양8차현대홈타운,9,6,80.47,,789,11215,4,,
4133,"130,000",,1991,2021,자양동,현대강변,9,7,82.08,,673,11215,7,,
4134,"130,000",,1991,2021,자양동,현대강변,9,7,82.08,,673,11215,7,21.12.20,O
4135,"157,000",,2001,2021,자양동,자양7차현대홈타운,9,7,84.7,,788,11215,8,,
4136,"119,000",,1996,2021,자양동,현대3,9,7,84.9,,670,11215,2,,
4137,"129,000",,1996,2021,자양동,현대3,9,9,84.9,,670,11215,16,,
4138,"138,000",,1989,2021,자양동,우성3,9,14,72.34,,516,11215,1,,
4139,"125,000",,1993,2021,자양동,한강현대,9,15,83.45,,829,11215,17,,
4140,"127,000",,2001,2021,자양동,자양7차현대홈타운,9,18,59.94,,788,11215,13,,
4141,"78,000",,2004,2021,자양동,자양훼밀리,9,18,84.52,,678-8,11215,2,,
4142,"78,000",,2004,2021,자양동,자양훼밀리,9,18,84.52,,678-8,11215,2,21.12.03,O
4143,"170,000",,1989,2021,자양동,우성3,9,23,84.91,,516,11215,10,,
4144,"145,000",,2002,2021,자양동,자양10차현대홈타운,9,24,84.46,,792,11215,4,,
4145,"189,000",,2007,2021,자양동,더샵스타시티,9,28,96.98,,227-7,11215,29,,
4146,"13,900",,2014,2021,화양동,광진코지웰,9,4,18.63,,113-1,11215,5,,
4147,"14,000",,2014,2021,화양동,광진코지웰,9,13,18.63,,113-1,11215,5,,
4148,"12,500",,2014,2021,화양동,광진코지웰,9,14,14,,113-1,11215,7,,
4149,"12,600",,2014,2021,화양동,광진코지웰,9,30,14,,113-1,11215,4,,
4150,"149,500",,2008,2021,군자동,광진We’vePark,9,27,136.95,,503,11215,11,,
4151,"140,000",,2008,2021,군자동,광진We’vePark,9,27,136.95,,503,11215,9,,
4152,"30,000",,2002,2021,중곡동,대영(68-6),10,1,57.94,,68-6,11215,6,,
4153,"59,000",,2004,2021,중곡동,예다움,10,2,84.93,,110-33,11215,3,,
4154,"61,000",,2002,2021,중곡동,삼성로얄2,10,12,76.38,,109-13,11215,3,,
4155,"44,500",,2002,2021,중곡동,욱현,10,14,75.08,,90-18,11215,2,,
4156,"65,000",,2003,2021,중곡동,삼보드림,10,14,146.34,,107-4,11215,4,,
4157,"69,900",,2021,2021,중곡동,엘림퍼스트중곡동,10,15,55.06,,190-29,11215,9,,
4158,"69,900",,2021,2021,중곡동,엘림퍼스트중곡동,10,26,55.06,,190-29,11215,8,,
4159,"62,200",,1976,2021,중곡동,중곡2단지,10,29,55.87,,190-26,11215,1,,
4160,"83,000",,2003,2021,구의동,우남위시빌,10,2,69.12,,591-29,11215,4,,
4161,"76,500",,2015,2021,구의동,파크타운,10,10,59.26,,665,11215,4,,
4162,"159,000",,2017,2021,구의동,강변에스케이뷰,10,11,84.81,,667,11215,22,,
4163,"130,700",,2018,2021,구의동,래미안파크스위트,10,11,59.98,,668,11215,4,,
4164,"139,500",,2018,2021,구의동,래미안파크스위트,10,12,59.98,,668,11215,11,,
4165,"133,500",,2018,2021,구의동,래미안파크스위트,10,20,59.98,,668,11215,2,,
4166,"49,500",,2003,2021,구의동,광남캐스빌,10,22,63.03,,620-6,11215,2,,
4167,"85,500",,1999,2021,광장동,광장현대9단지,10,6,59.97,,576,11215,1,,
4168,"84,000",,2008,2021,광장동,동북아스위트힐(리버리치빌),10,12,83.61,,118,11215,2,,
4169,"165,500",,2000,2021,광장동,현대파크빌,10,16,84.81,,577,11215,17,,
4170,"123,500",,1996,2021,광장동,청구,10,19,59.95,,566,11215,22,,
4171,"176,000",,2000,2021,광장동,현대파크빌,10,21,84.81,,577,11215,20,,
4172,"177,500",,1989,2021,광장동,극동2,10,22,84.55,,218-1,11215,4,,
4173,"270,000",,1985,2021,광장동,극동1,10,22,156.92,,218-1,11215,8,,
4174,"211,000",,2012,2021,광장동,광장힐스테이트,10,22,84.96,,582,11215,4,,
4175,"180,000",,2012,2021,광장동,광장힐스테이트,10,23,59.99,,582,11215,7,,
4176,"145,000",,2000,2021,광장동,현대파크빌,10,25,59.76,,577,11215,13,,
4177,"114,500",,1996,2021,광장동,청구,10,26,59.95,,566,11215,20,,
4178,"115,500",,1996,2021,광장동,청구,10,29,59.95,,566,11215,17,,
4179,"111,000",,1996,2021,자양동,현대3,10,2,84.9,,670,11215,2,,
4180,"158,000",,2002,2021,자양동,자양10차현대홈타운,10,6,111.88,,792,11215,11,,
4181,"189,500",,2007,2021,자양동,더샵스타시티,10,7,96.98,,227-7,11215,28,,
4182,"131,000",,2002,2021,자양동,한솔리베르,10,9,83.37,,672,11215,6,21.12.31,O
4183,"60,000",,2021,2021,자양동,자양호반써밋,10,11,40.2751,,861,11215,20,21.11.01,O
4184,"105,000",,1988,2021,자양동,우성1,10,16,51.57,,579,11215,6,,
4185,"126,700",,1998,2021,자양동,자양우성7,10,19,59.94,,783-1,11215,20,,
4186,"153,000",,1989,2021,자양동,우성3,10,27,72.34,,516,11215,7,,
4187,"218,000",,2009,2021,자양동,이튼타워리버5차,10,30,122.55,,856,11215,17,,
4188,"22,050",,2019,2021,화양동,신원리브웰화양동주상복합,10,5,16.92,,111-88,11215,4,,
4189,"8,000",,1999,2021,화양동,화양타워,10,18,15.18,,110-37,11215,2,,
4190,"17,000",,2017,2021,화양동,씨즈건대힐스,10,21,14.23,,530,11215,6,,
4191,"8,000",,1999,2021,화양동,화양타워,10,29,16.77,,110-37,11215,2,,
4192,"62,000",중개거래,1976,2021,중곡동,중곡2단지,11,2,55.87,서울 광진구,190-26,11215,3,,
4193,"62,000",중개거래,1976,2021,중곡동,중곡2단지,11,8,55.87,서울 광진구,190-26,11215,5,,
4194,"60,000",중개거래,1976,2021,중곡동,중곡1단지,11,10,58.74,서울 광진구,191-77,11215,3,,
4195,"13,700",중개거래,2012,2021,중곡동,욱현하이브Ⅲ,11,25,15.69,서울 광진구,699,11215,5,,
4196,"13,700",중개거래,2012,2021,중곡동,욱현하이브Ⅲ,11,25,15.69,서울 광진구,699,11215,5,,
4197,"49,500",중개거래,2017,2021,중곡동,한영해시안아파트,11,27,58.1,서울 광진구,238-6,11215,5,,
4198,"107,500",중개거래,1997,2021,구의동,구의현대7단지현대홈타운,11,2,59.97,서울 광진구,587-54,11215,3,,
4199,"138,500",중개거래,2018,2021,구의동,래미안파크스위트,11,2,59.98,"서울 광진구, 서울 노원구",668,11215,15,,
4200,"199,000",중개거래,2018,2021,구의동,래미안파크스위트,11,5,102.88,서울 광진구,668,11215,8,,
4201,"76,000",중개거래,2014,2021,구의동,주성힐스톤,11,17,70.96,서울 광진구,664,11215,5,,
4202,"125,000",중개거래,1997,2021,구의동,현대프라임,11,20,59.82,서울 광진구,631-1,11215,13,,
4203,"148,000",중개거래,1994,2021,구의동,구의현대6단지,11,24,84.84,서울 광진구,610,11215,23,,
4204,"184,000",중개거래,1989,2021,광장동,현대5,11,2,84.56,서울 광진구,554-7,11215,9,,
4205,"146,000",중개거래,1996,2021,광장동,청구,11,4,84.86,서울 광진구,566,11215,8,,
4206,"148,500",중개거래,1989,2021,광장동,현대5,11,16,59.67,서울 광진구,554-7,11215,7,,
